title,chord_count,chord_sequence,edge_type_sequence,edge_types_found,unmappable_chords
The Five Satins - In the Still of the Night,41,F Dm Bb C7 F Dm Bb C7 F Dm Bb C7 F Bb F Bb F Bb C7 F Dm Bb C7 F Bb C7 F Dm Bb C7 F Bb C7 F Dm Bb C7 F Dm Bb C7,relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 relative _ diatonic dom7 dom7 diatonic dom7 relative _ diatonic dom7 dom7 diatonic dom7 relative _ diatonic dom7 relative _ diatonic,fifth|plagal|diatonic|relative|borrowed|dom7,
The Fool on the Hill - by The Beatles,67,D6 Em7 D6 Em7 A D6 Bm7 Em7 A Dm Bb Dm Bb C9 Dm Dm7 D6 Em7 D6 Em7 A A7 D6 Bm7 Em7 A Dm Bb Dm Bb C9 Dm Dm7 D6 Em7 D6 Em7 A D6 Bm7 Em7 A Dm Bb Dm Bb C9 Dm Dm7 D6 Em7 A D6 Bm7 Em7 A Dm Bb Dm Bb C9 Dm Dm7 D6 Em7 D6 Em7,_ _ _ dom7 _ _ dom7 dom7 dom7 _ _ _ _ _ _ _ _ _ _ dom7 _ _ _ dom7 dom7 dom7 _ _ _ _ _ _ _ _ _ _ dom7 _ _ dom7 dom7 dom7 _ _ _ _ _ _ _ _ dom7 _ _ dom7 dom7 dom7 _ _ _ _ _ _ _ _ _ _,borrowed|dom7,D6|C9
The Kinks - Sunny Afternoon,75,Dm A7 Dm C7 F C7 A7 Dm C7 F C7 A7 Dm D7 G7 C7 F A7 Dm G7 Dm G7 C7 F A7 Dm A7 Dm A7 Dm C7 F C7 A7 Dm C7 F C7 A7 Dm D7 G7 C7 F A7 Dm G7 Dm G7 C7 F A7 Dm A7 Dm A7 D7 G7 C7 F A7 Dm G7 Dm G7 C7 F A7 Dm A7 Dm A7 Dm A7 Dm,borrowed dom7 diatonic dom7 fifth borrowed dom7 diatonic dom7 fifth borrowed dom7 parallel dom7 dom7 dom7 borrowed dom7 dom7 _ dom7 dom7 dom7 borrowed dom7 borrowed dom7 borrowed dom7 diatonic dom7 fifth borrowed dom7 diatonic dom7 fifth borrowed dom7 parallel dom7 dom7 dom7 borrowed dom7 dom7 _ dom7 dom7 dom7 borrowed dom7 borrowed dom7 borrowed dom7 dom7 dom7 dom7 borrowed dom7 dom7 _ dom7 dom7 dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed dom7,fifth|plagal|diatonic|iiVI|borrowed|parallel|dom7|chromaticMediant,
The Kinks - Waterloo Sunset,57,E B A E B A E B A F#m C# F#m B E B A C#m F# B E A C#m F# E B A E B A F#m C# F#m B E B A C#m F# B E A C#m F# E B A E B A F#m C# F#m B E B A B,fifth diatonic fifth fifth diatonic fifth fifth diatonic relative borrowed dom7 dom7 dom7 fifth diatonic _ dom7 dom7 dom7 dom7 _ dom7 diatonic fifth diatonic fifth fifth diatonic relative borrowed dom7 dom7 dom7 fifth diatonic _ dom7 dom7 dom7 dom7 _ dom7 diatonic fifth diatonic fifth fifth diatonic relative borrowed dom7 dom7 dom7 fifth diatonic diatonic,fifth|plagal|diatonic|relative|borrowed|dom7,
The La's - There She Goes,91,G D C Am G C D G D C G D C G D C Am G C Am G C D G D C G D C G D C Am G C Am G C D G D C Am G C Am G C D Em C Em C D G D C D G D C Am Em C D G D C G D C G D C Am G C Am G C D G D C G D C G D C G,fifth diatonic relative diatonic dom7 diatonic dom7 fifth diatonic fifth fifth diatonic fifth fifth diatonic relative diatonic dom7 relative diatonic dom7 diatonic dom7 fifth diatonic fifth fifth diatonic fifth fifth diatonic relative diatonic dom7 relative diatonic dom7 diatonic dom7 fifth diatonic relative diatonic dom7 relative diatonic dom7 diatonic diatonic _ _ _ diatonic dom7 fifth diatonic diatonic dom7 fifth diatonic relative fifth _ diatonic dom7 fifth diatonic fifth fifth diatonic fifth fifth diatonic relative diatonic dom7 relative diatonic dom7 diatonic dom7 fifth diatonic fifth fifth diatonic fifth fifth diatonic fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
The Mamas & The Papas - Dream A Little Dream Of Me,82,C Gbdim Ab6 G6 C Gbdim7 Ab6 G6 F Fm C Ab7 G C Gbdim7 Ab6 G6 F Fm C Ab7 G7 C E7 A F#m7 Bm7 E7 A F#m7 Bm7 E7 A F#m7 Bm7 E7 A F#m7 Ab7 G7 C Gbdim7 Ab6 G6 F Fm C Ab7 G7 C Gbdim7 Ab6 G6 A F#m7 Bm7 E7 A F#m7 Bm7 E7 A F#m7 Bm7 E7 A F#m7 Ab7 G7 C Gbdim7 Ab6 G6 F Fm C Ab7 G7 C Gbdim7 Ab6 G6,_ _ _ _ _ _ _ _ parallel borrowed borrowed tritoneSub dom7 _ _ _ _ parallel borrowed borrowed tritoneSub dom7 borrowed dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative _ tritoneSub dom7 _ _ _ _ parallel borrowed borrowed tritoneSub dom7 _ _ _ _ relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative _ tritoneSub dom7 _ _ _ _ parallel borrowed borrowed tritoneSub dom7 _ _ _,relative|borrowed|parallel|dom7|chromaticMediant|tritoneSub,Ab6|G6|Gbdim7
The Marshall Tucker Band - Can’t You See,49,D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D D7 G D,_ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth _ dom7 fifth,fifth|plagal|dom7,
The Moody Blues - Nights In White Satin,160,Em D Em D Em D Em D C G F Em D Em D C G F Em A C Em D Em D Em D Em D C G F Em D Em D C G F Em A C Em D Em D Em D C B7 Em C Em C Am B7 Am B7 Em D C Em D Em D Em D Em D C G F Em D Em D C G F Em A C Em D Em D Em A C Em D Em D Em B E F# G F# E D E F# E D C D E D# Em D C B7 B E F# G A G F# G A G F# E F# G F# Em D C B7 B Bb A G E G B Bb A G E G Em C Em C A B C B A B C B Am B7 Am B7,diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic fifth diatonic diatonic diatonic diatonic diatonic diatonic fifth diatonic diatonic dom7 borrowed _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic fifth diatonic diatonic diatonic diatonic diatonic diatonic fifth diatonic diatonic dom7 borrowed _ diatonic diatonic diatonic diatonic diatonic diatonic tritoneSub dom7 _ _ _ relative _ _ _ dom7 diatonic diatonic _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic fifth diatonic diatonic diatonic diatonic diatonic diatonic fifth diatonic diatonic dom7 borrowed _ diatonic diatonic diatonic diatonic dom7 borrowed _ diatonic diatonic diatonic diatonic borrowed dom7 diatonic _ tritoneSub diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic tritoneSub _ diatonic diatonic tritoneSub _ dom7 diatonic _ diatonic diatonic tritoneSub _ diatonic diatonic tritoneSub diatonic diatonic _ tritoneSub _ diatonic diatonic tritoneSub _ tritoneSub tritoneSub diatonic borrowed borrowed borrowed tritoneSub tritoneSub diatonic borrowed borrowed relative _ _ _ borrowed diatonic _ tritoneSub diatonic diatonic _ tritoneSub _ _ _ _,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant|tritoneSub,
The Pixies - Where Is My Mind,98,E C#m G# A E C#m G# A E C#m G# A E C#m G# A E C#m G# A E C#m G# A E C#m G# A E G# A Am C#m B E C#m G# A E C#m G# A E C#m G# A E C#m G# A E C#m G# A E C#m G# A E G# A Am C#m B E C#m G# A E C#m G# A E C#m G# A E C#m G# A E C#m G# A E C#m G# A E G# A Am C#m B E C#m G# A,relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth borrowed _ parallel chromaticMediant diatonic dom7 relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth borrowed _ parallel chromaticMediant diatonic dom7 relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth relative borrowed _ fifth borrowed _ parallel chromaticMediant diatonic dom7 relative borrowed _,fifth|plagal|diatonic|relative|iiVI|borrowed|parallel|dom7|chromaticMediant,
The Pogues - Fairytale of New York,229,B C# D F# G F# E A G A E D A D B A G B D E A D A B C# D G D A7 D G D Dsus4 A D A7 D G D A D G D Dsus4 A D A D G A D A Bm G D A D Bm D G D A D A D G A D A D G A D G D Bm D G A D A Bm G D A D Bm D G D A D A D G A D A D G A D G D Bm D G A D G D A D G D A D G D G A D G D Bm D G D A E F# E D C# B C# D G F# D B C# D A G A D A G A D G D A B C# E F# E D C# B C# D G F# D A G A D A G D G D A D A B C# E F# E D C# B C# D G F# D B C# D A G A D A G A D G D A B C# E F# E D C# B C# D G F# D A G A D A D G D A D,diatonic _ borrowed _ tritoneSub diatonic dom7 diatonic diatonic fifth diatonic fifth dom7 borrowed diatonic diatonic borrowed borrowed diatonic dom7 dom7 fifth diatonic diatonic _ dom7 fifth fifth dom7 dom7 fifth _ fifth dom7 fifth dom7 dom7 fifth fifth dom7 dom7 fifth _ fifth dom7 fifth dom7 dom7 diatonic dom7 fifth diatonic _ fifth fifth dom7 relative relative dom7 fifth fifth dom7 fifth dom7 dom7 diatonic dom7 fifth dom7 dom7 diatonic dom7 dom7 fifth relative relative dom7 diatonic dom7 fifth diatonic _ fifth fifth dom7 relative relative dom7 fifth fifth dom7 fifth dom7 dom7 diatonic dom7 fifth dom7 dom7 diatonic dom7 dom7 fifth relative relative dom7 diatonic dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth dom7 diatonic dom7 dom7 fifth relative relative dom7 fifth fifth fifth diatonic diatonic diatonic tritoneSub diatonic diatonic _ dom7 tritoneSub borrowed borrowed diatonic _ fifth diatonic diatonic dom7 fifth diatonic diatonic dom7 dom7 fifth fifth diatonic diatonic borrowed diatonic diatonic diatonic tritoneSub diatonic diatonic _ dom7 tritoneSub borrowed fifth diatonic diatonic dom7 fifth diatonic fifth dom7 fifth fifth dom7 fifth diatonic diatonic borrowed diatonic diatonic diatonic tritoneSub diatonic diatonic _ dom7 tritoneSub borrowed borrowed diatonic _ fifth diatonic diatonic dom7 fifth diatonic diatonic dom7 dom7 fifth fifth diatonic diatonic borrowed diatonic diatonic diatonic tritoneSub diatonic diatonic _ dom7 tritoneSub borrowed fifth diatonic diatonic dom7 fifth dom7 dom7 fifth fifth dom7,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant|tritoneSub,
The Police - Every Breath You Take,58,Ab Fm Db Eb Ab Fm Db Eb Fm Ab Fm Db Eb Ab Db B Ab Bb Eb Ab Fm Db Eb Fm E F# E F# E Ab Fm Db Eb Fm Ab Fm Db Eb Ab Db B Ab Bb Eb Ab Fm Db Eb Fm Db Eb Fm Ab Fm Db Ab Fm Db,relative _ diatonic dom7 relative _ diatonic diatonic relative relative _ diatonic dom7 dom7 diatonic borrowed diatonic dom7 dom7 relative _ diatonic diatonic _ diatonic diatonic diatonic diatonic borrowed relative _ diatonic diatonic relative relative _ diatonic dom7 dom7 diatonic borrowed diatonic dom7 dom7 relative _ diatonic diatonic _ diatonic diatonic relative relative _ fifth relative _,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,
The Righteous Brothers - Unchained Melody,61,C Am F G C Am G C Am F G C Am G C G Am Em F G C C7 F G F Eb F G C F G F Eb F G C Am F G C Am G C Am F G C Am G C G Am Em F G C C7 Am F Fm C,relative _ diatonic dom7 relative diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 fifth diatonic fifth diatonic diatonic dom7 _ dom7 diatonic diatonic diatonic diatonic diatonic dom7 dom7 diatonic diatonic diatonic diatonic diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 relative _ diatonic dom7 relative diatonic dom7 fifth diatonic fifth diatonic diatonic dom7 _ relative _ parallel borrowed,fifth|plagal|diatonic|relative|iiVI|borrowed|parallel|dom7,
The Rolling Stones - Angie,87,Am E7 G Fsus4 F C Am E7 G Fsus4 F C G Dm Am C F G Am E7 G Fsus4 F C Am E7 G Fsus4 F C Am E7 G Fsus4 F C G Dm Am C F G Am E7 G Fsus4 F C G Dm Am C F G Am E7 G Fsus4 F C G Dm Am C F G Dm Am Dm Am Dm Am C F G Am E7 G Fsus4 F C Am E7 G Fsus4 F C,borrowed borrowed diatonic _ fifth relative borrowed borrowed diatonic _ fifth fifth _ fifth relative dom7 diatonic diatonic borrowed borrowed diatonic _ fifth relative borrowed borrowed diatonic _ fifth relative borrowed borrowed diatonic _ fifth fifth _ fifth relative dom7 diatonic diatonic borrowed borrowed diatonic _ fifth fifth _ fifth relative dom7 diatonic diatonic borrowed borrowed diatonic _ fifth fifth _ fifth relative dom7 diatonic _ fifth dom7 fifth dom7 fifth relative dom7 diatonic diatonic borrowed borrowed diatonic _ fifth relative borrowed borrowed diatonic _ fifth,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,
The Rolling Stones - Paint It Black,80,Em B7 Em B7 Em B7 Em D G D Em D G D A B7 Em B7 Em B7 Em D G D Em D G D A B7 Em B7 Em B7 Em D G D Em D G D A B7 Em B7 Em B7 Em D G D Em D G D A B7 Em B7 Em B7 Em D G D Em D G D A B7 Em B7 Em B7 Em B7 Em B7,borrowed dom7 borrowed dom7 borrowed dom7 diatonic dom7 fifth diatonic diatonic dom7 fifth fifth diatonic dom7 borrowed dom7 borrowed dom7 diatonic dom7 fifth diatonic diatonic dom7 fifth fifth diatonic dom7 borrowed dom7 borrowed dom7 diatonic dom7 fifth diatonic diatonic dom7 fifth fifth diatonic dom7 borrowed dom7 borrowed dom7 diatonic dom7 fifth diatonic diatonic dom7 fifth fifth diatonic dom7 borrowed dom7 borrowed dom7 diatonic dom7 fifth diatonic diatonic dom7 fifth fifth diatonic dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed,fifth|plagal|diatonic|iiVI|borrowed|dom7,
The Rolling Stones - Wild Horses,121,G Am7 G Am7 G Bm G Bm G Am7 C D G D C Bm G Bm G Am7 C D G D Am7 C D G F C Bm Am7 C D G F C Bm G Bm G Am7 C D G D C Bm G Bm G Am7 C D G D Am7 C D G F C Bm Am7 C D G F C G Bm G Bm G Am7 C D G D C Bm G Bm G Am7 C D G D Am7 C D G F C Bm Am7 C D G F C Bm G Bm G Am7 C D G F C Bm Am7 C D G F C D G,diatonic diatonic diatonic diatonic _ _ _ _ diatonic relative diatonic dom7 fifth diatonic diatonic _ _ _ diatonic relative diatonic dom7 fifth _ relative diatonic dom7 diatonic fifth diatonic diatonic relative diatonic dom7 diatonic fifth diatonic _ _ _ diatonic relative diatonic dom7 fifth diatonic diatonic _ _ _ diatonic relative diatonic dom7 fifth _ relative diatonic dom7 diatonic fifth diatonic diatonic relative diatonic dom7 diatonic fifth fifth _ _ _ _ diatonic relative diatonic dom7 fifth diatonic diatonic _ _ _ diatonic relative diatonic dom7 fifth _ relative diatonic dom7 diatonic fifth diatonic diatonic relative diatonic dom7 diatonic fifth diatonic _ _ _ diatonic relative diatonic dom7 diatonic fifth diatonic diatonic relative diatonic dom7 diatonic fifth diatonic dom7,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|tritoneSub,
The Ronettes - Be My Baby,35,E F#m B7 E F#m B7 G#7 C#7 F# B7 E C#m A B7 E F#m B7 E F#m B7 G#7 C#7 F# B7 E C#m A B7 E F#m B7 E C#m A B7,diatonic dom7 dom7 diatonic dom7 borrowed dom7 dom7 dom7 dom7 relative _ diatonic dom7 diatonic dom7 dom7 diatonic dom7 borrowed dom7 dom7 dom7 dom7 relative _ diatonic dom7 diatonic dom7 dom7 relative _ diatonic,diatonic|relative|borrowed|dom7|chromaticMediant,
The Smiths - There Is A Light That Never Goes Out,46,F#m7 A B6 C#m7 B6 C#m7 E B C#m7 B6 C#m7 B6 Amaj7 E B F#m7 A B6 B E A F#m B E A F#m C#m7 B6 C#m7 B C#m7 B6 C#m7 E B F#m7 A B6 B E A F#m B E A F#m,relative _ _ _ _ relative fifth diatonic _ _ _ _ fifth fifth _ relative _ _ dom7 dom7 relative dom7 dom7 dom7 relative fifth _ _ diatonic diatonic _ _ relative fifth _ relative _ _ dom7 dom7 relative dom7 dom7 dom7 relative,fifth|plagal|diatonic|relative|iiVI|dom7,B6
The Strokes - The Adults Are Talking,66,Gm C F Bb Gm C F Dm F Dm F Dm C F Dm F Dm F Dm C Gm C F Bb Gm C F Bb F Dm C F Dm F Dm F Dm C Gm C F Bb Gm C F Bb Gm C F Bb Gm C F Bb Gm C F Bb Gm C F Bb Gm C F Bb,dom7 dom7 dom7 relative dom7 dom7 relative relative relative relative relative diatonic dom7 relative relative relative relative relative diatonic _ dom7 dom7 dom7 relative dom7 dom7 dom7 fifth relative diatonic dom7 relative relative relative relative relative diatonic _ dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7,fifth|plagal|diatonic|relative|iiVI|dom7,
The Turtles - Happy Together,71,F#m E D C# F#m E D C# F# C#m7 F# A F# C#m7 F# A F#m E D C# F# C#m7 F# A F# C#m7 F# A F#m E D C# F# C#m7 F# A F# C#m7 F# C#m7 F#m E D C# F#m C# F#m C# F#m C# F#m C# F#m C# F#m C# F#m C# F#m C# F# A G# F# E C# A C# F# C# F#,diatonic diatonic tritoneSub dom7 diatonic diatonic tritoneSub dom7 _ dom7 borrowed borrowed _ dom7 borrowed relative diatonic diatonic tritoneSub dom7 _ dom7 borrowed borrowed _ dom7 borrowed relative diatonic diatonic tritoneSub dom7 _ dom7 borrowed borrowed _ dom7 _ dom7 diatonic diatonic tritoneSub dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed dom7 borrowed tritoneSub diatonic diatonic borrowed borrowed borrowed dom7 fifth dom7,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant|tritoneSub,
The Velvet Underground - Sunday Morning,87,F Bb F Bb F Am Dm G7 C F Bb F Bb F Am Dm G7 C F Bb F Bb Gm Eb C F Bb F Bb F Am Dm G7 C F Bb F Bb F Am Dm G7 C F Bb F Bb Gm Eb C F Bb F Bb F Am Dm G7 C F Bb F Bb Gm Eb C F Bb A C A F C F Bb D Bb F D F C F C Bb F Bb F,dom7 fifth dom7 fifth _ dom7 dom7 dom7 dom7 dom7 fifth dom7 fifth _ dom7 dom7 dom7 dom7 dom7 fifth dom7 relative _ borrowed dom7 dom7 fifth dom7 fifth _ dom7 dom7 dom7 dom7 dom7 fifth dom7 fifth _ dom7 dom7 dom7 dom7 dom7 fifth dom7 relative _ borrowed dom7 dom7 fifth dom7 fifth _ dom7 dom7 dom7 dom7 dom7 fifth dom7 relative _ borrowed dom7 dom7 tritoneSub borrowed borrowed borrowed fifth dom7 dom7 borrowed borrowed fifth borrowed borrowed fifth dom7 fifth diatonic fifth dom7 fifth,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant|tritoneSub,
The Walters - I Love You So,61,Cm7 Bb Cm7 Bb Cm7 Bb Cm7 Bb Cm7 Bb Cm7 Bb Cm7 Bb Cm7 F Bb D Cm7 F Bb D Cm7 F Bb D Cm7 F Bb D Cm7 Bb Cm7 Bb Cm7 Bb Cm7 Bb Cm7 F Bb D Cm7 F Bb D Cm7 F Bb D Cm7 F Bb D Cm7 F Bb D Cm7 F Bb,diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 dom7 borrowed _ dom7 dom7 borrowed _ dom7 dom7 borrowed _ dom7 dom7 borrowed _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 dom7 borrowed _ dom7 dom7 borrowed _ dom7 dom7 borrowed _ dom7 dom7 borrowed _ dom7 dom7 borrowed _ dom7 dom7,diatonic|iiVI|borrowed|dom7|chromaticMediant,
The Zombies - This Will Be Our Year,88,A C#m A7 D F9 E D A C#m A7 D F9 E D A C#m A7 D F9 E D A B Dm A B Dm D E A C#m A7 D F9 E D A C#m A7 D F9 E7 D7 A7 Bb Dm Bb7 Eb Gb9 F Eb Bb Dm Bb7 Eb Gb9 F Eb Bb C Ebm Bb C Ebm Eb F Bb Dm Bb7 Eb Gb9 F Eb Bb Dm Bb7 Eb Gb9 F7 Eb Bb Dm Bb7 Eb Gb9 F7 Eb Bb,_ _ dom7 _ _ diatonic fifth _ _ dom7 _ _ diatonic fifth _ _ dom7 _ _ diatonic fifth diatonic _ borrowed diatonic _ parallel diatonic dom7 _ _ dom7 _ _ diatonic fifth _ _ dom7 _ _ diatonic fifth _ _ _ dom7 _ _ diatonic fifth _ _ dom7 _ _ diatonic fifth diatonic _ borrowed diatonic _ parallel diatonic dom7 _ _ dom7 _ _ diatonic fifth _ _ dom7 _ _ diatonic fifth _ _ dom7 _ _ diatonic fifth,fifth|plagal|diatonic|borrowed|parallel|dom7,F9|Gb9
Tom Petty - Free Fallin',144,F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F Bb F C F5 Bb5 F5 C5 F Bb F C F Bb F C F Bb F C F Bb F C,dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth _ _ _ _ _ dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth dom7 dom7 fifth fifth,fifth|plagal|dom7,F5|Bb5|C5
Tones and I - Dance Monkey,43,F#m D E C#m F#m D E C#m F#m D E C#m F#m D E C#m F#m D E C#m F#m D E C#m F#m D E C#m F#m D E C#m F#m D E C#m F#m D E C#m F#m D E,_ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic relative dom7 _ diatonic,diatonic|relative|borrowed|dom7,
Tracy Chapman - Fast Car,178,Dmaj7 A F#m Esus4 D A F#m E D A F#m E D A F#m E D A F#m E Dmaj7 A F#m Esus4 D A F#m E D A F#m E D A F#m E D A F#m E Dmaj7 A F#m Esus4 D A F#m E D A F#m E D A F#m E D A F#m E Dmaj7 A F#m Esus4 D A F#m E D A F#m E Dmaj7 A F#m Esus4 D A Fm7 E D F#m E D F#m E D E Dmaj7 A F#m Esus4 D A F#m E D A F#m E D A F#m E D A F#m E Dmaj7 A F#m Esus4 D A Fm7 E D F#m E D F#m E D E Dmaj7 A F#m Esus4 D A F#m E D A F#m E D A F#m E D A F#m E Dmaj7 A F#m Esus4 D A Fm7 E D F#m E D F#m E D E Dmaj7 A F#m Esus4 D A F#m E D A F#m E Dmaj7 A F#m Esus4 Dmaj7 A,fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth _ _ diatonic _ diatonic diatonic _ diatonic diatonic diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth _ _ diatonic _ diatonic diatonic _ diatonic diatonic diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth _ _ diatonic _ diatonic diatonic _ diatonic diatonic diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth,fifth|plagal|diatonic|relative|iiVI|borrowed,
Until I Found You - Stephen Sanchez,79,G Bm C Cm G Bm C Cm G Bm C Cm G Bm C Cm G D7 C D G Bm C D G G7 C D G Bm C Cm G Bm C Cm G Bm C Cm G Bm C Cm G D7 C D G Bm C D G G7 C D G Bm C Cm G Bm C Cm C D G Bm C D G G7 C D G Bm C Cm G,_ diatonic parallel borrowed _ diatonic parallel borrowed _ diatonic parallel borrowed _ diatonic parallel borrowed fifth diatonic diatonic dom7 _ diatonic diatonic dom7 _ dom7 diatonic dom7 _ diatonic parallel borrowed _ diatonic parallel borrowed _ diatonic parallel borrowed _ diatonic parallel borrowed fifth diatonic diatonic dom7 _ diatonic diatonic dom7 _ dom7 diatonic dom7 _ diatonic parallel borrowed _ diatonic parallel parallel diatonic dom7 _ diatonic diatonic dom7 _ dom7 diatonic dom7 _ diatonic parallel borrowed,fifth|plagal|diatonic|borrowed|parallel|dom7,
